pair_id,name_1,name_2,is_duplicate
28018,GOTER (ИТАЛИЯ),GOTER THERMOPLASTIC COMPOUNDS S.P.A,1
28131,Contitech Fluid Mexicana Sa De Cv,Contitech Usa Inc.,1
28193,"Bridgestone(Shenyang) Tire Co., Ltd.","Bridgestone (China) Research And Development Co., Ltd.",1
28346,Trinseo Europe Gmb H Trade Register 20162359,Trinseo Llc (Us),1
28404,Azienda Generale Italiana Petroli,AGIP  ( ENI GROUP),1
28533,Arlanxeo Singapore Pte.,Arlanxeo International Group,1
28691,Reliance Lifestyle Holding,Reliance Brands,1
28730,Sumitomo Corporation Do Brasil Sa,Sumitomo Corporation Of America,1
29394,Reliance Clothing India Private Ltd.,Reliance Luxury Fashion Private Ltd.,1
29501,Sumika Polymers Mexico S De Rl De Cv,Sumika Polymers North America,1
29535,Basf Corp.,Basf Turk Kimya San.Ve Tic Ltd.Sti,1
29761,"Indian Synthetic Rubber Pvt., Ltd.",Indian Synthetic Rubber Ltd.,1
29820,Ineos Styrolution India Ltd.,Ineos Styrolution Do Brasil Polimeros Ltda,1
29969,"Bridgestone (China) Research And Development Co., Ltd.",Bridgestone Firestone De Mexico Sa De Cv,1
29970,Bridgestone De Mexico S.A. De C.V.,"Thai Bridgestone Co., Ltd.",1
29977,Daewoo International Corp.,Posco Daewoo America Corp. Toronto B,1
29995,API,A.P.I. Applicazioni Plastiche Industriali SPA,1
30188,Yokohama Tire Corp.,Yokohama Industries Americas,1
30213,Pirelli Neumaticos S.A.I.C.,Pirelli Neumaticos S.A. De C.V.,1
30299,Pirelli De Venezuela C.A.,Pirelli Tire Llc,1
30342,VARO ENERGY,Varo Energy B.V.,1
30346,Pirelli Neumaticos Sa De,"Pirelli Tyre Co., Ltd.",1
30370,"Bridgestone India Pvt., Ltd.","Bridgestone Golf (Shenzhen) Co., Ltd.",1
30458,Evonik Corporation C/O Stockhausen,Evonik Cryo Llc,1
30647,"Bridgestone (China) Research And Development Co., Ltd.",Bridgestone Stargard Sp Zoo,1
30672,BINNE,Binné & Sohn GmbH & Co. KG Dachbaustoffwerk,1
31004,"Sumitomo Bakelite (Nantong) Co., Ltd.",Sumitomo Rubber Inds,1
31197,Sociedade Michelin De Participacoes Indust E Comercio L,"Michelin Siam Co., Ltd.",1
31219,SOPREMA SALGAREDA,SOPREMA S.A.S.,1
31227,ORAC N.V.,"ООО""ОРАК""",1
31424,Bridgestone Do Brasil Industria E Comenrcio Ltda,Bridgestone Hosepower Llc,1
31575,"Showa Rekisei Industries Co.,Ltd.",SHOWA SHELL,1
31968,Bridgestone De Costa Rica Sociedad Anoni,Bridgestone International Group,1
31999,WAKOL,Wakol Gmbh,1
32272,Bridgestone Canada Inc.,Bridgestone De Costa Rica Sociedad Anoni,1
32275,Bridgestone Firestone Do Brasil,Bridgestone India,1
32355,Sumitomo Rubber Do Brasil Ltda,Sumitomo Rubber Usa 10 Sheridan,1
32482,Basf De Costa Rica Sociedad Anonima,Basf Sa,1
32818,Yokohama Tyre,"Yokohama India Pvt., Ltd.",1
32829,"Thai Bridgestone Co., Ltd.",Shenyang Bridgestone,1
32930,"Pirelli Tyre Co., Ltd.",Pirelli De Venezuela C.A.,1
33003,"Saint Gobain India Pvt., Ltd.",Saint Gobain Canada Inc.,1
33182,Michelin Na Asrc,Michelin India Technology Center Llp,1
33446,Exxonmobil Chemical Asia Pacific,Exxonmobil Chemical Co. Baytown Chemical Plant,1
33619,Kraton Polymers Us Llc,Kraton Polymers Nederland Bv,1
34087,Sumitomo Rubber North America Inc.,Sumitomo Rubber(Hunan) Co. Ltd.,1
34240,"Basf Co., Ltd.",Basf Japan Ltd.,1
34335,Evonik Cyro Llc Mobile,Evonik Cryo Llc,1
34653,Reliance Brands,Reliance Bally India Private Ltd.,1
34661,Michelin Americas Research,Michelin Group,1
35162,"Arlanxeo Singapore Pte., Ltd. Tearlanxeo Canada Inc. 1265 Vidal",Arlanxeo Canada Inc.,1
35214,Bridgestone Hosepower Llc,"Bridgestone (Huizhou) Tire Co., Ltd.",1
35467,Brenntag Peru S.A.C.,Brenntag Ingredients Inc.,1
35511,Sociedade Michelin De Participacoes Indust E Comercio L,Michelin India Private Ltd.,1
35523,Dupont Specialty Products Usa Llc,Dupont Mexico,1
35567,Reliance Industries Ltd.,Reliance Brands,1
35580,Bridgestone Firestone Venezolana,Bridgestone Firestone Do Brasil,1
35599,Exxonmobil Chemical Americas On,Exxonmobil Chemical Americas 22777 Springwoods Village Parkway,1
35658,Bridgestone De Mexico S.A. De C.V.,Bridgestone Americas Tire,1
35892,Fc Daewoo Textile Llc,Posco Daewoo America Corp. Toronto B,1
36011,Michelin India Technology Center Llp,"Michelin Siam Co., Ltd.",1
36111,FORD WERKE GMBH,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРД СОЛЛЕРС ЕЛАБУГА""",1
36140,Trinseo Europe Gmb H Trade Register 20162359 Tax Id Be0806160466,Trinseo Llc,1
36235,Exxonmobil Chemical Americas 22777 Springwoods Village Parkway,Exxonmobil Chemical Asia Pacific,1
36248,Kraton Polymers Nederland Bv,Kraton Polymers Us. Llc,1
36510,Bridgestone Do Brasil Industria & Comercio Ltda,Bridgestone Hosepower Llc,1
36565,Exxonmobil Chemical Americas 22777 Springwoods Village Parkway,Exxonmobil Chemical Americas On,1
36888,"Basf Co., Ltd. Yeosu",Basf Corp.,1
36915,"Michelin Shenyang Tire Co., Ltd.","Shanghai Michelin Warrior Tyre Co., Ltd.",1
36961,Dow Brasil Industria & Comercio De Produtos Quimicos Lt,Dow Silicones Corp.,1
37055,Basf Corp.,Basf Turk Kimya San. Ve Tic.Sti,1
37339,SWISSPOR (VAPAROID),SWISSPOR POLSKA,1
37544,SOPREMA S.R.L.,Soprema sas,1
37676,Reliance Lifestyle Holding,Reliance Retail Ltd.,1
37702,Bridgestone Firestone De Mexico Sa De Cv,Bridgestone International Group,1
37876,Bridgestone International Group,Shenyang Bridgestone,1
37957,Brenntag Mexico S.A. De C.V.,Brenntag Peru S.A.C.,1
38077,K Flex India Private Ltd.,K Flex Usa,1
38245,EVOBUS GMBH ERSATZTEILLOGISTIC-CENTER,"ООО ""ЕВОБУС РУССЛЭНД""",1
38308,W. Quandt Dachbahnen und Dachstoffe GmbH,W. Quandt Gmbh & Co. Kg,1
38343,Basf Corporation,Basf New Zealand Ltd.,1
38346,"ООО""СПЕЦИАЛЬНОЕ ОБОРУДОВАНИЕ""","ООО""СПЕЦИАЛЬНОЕ ОБОРУДОВАНИЕ""",1
38359,Dupont (Korea) Inc.,Dupont Mexico,1
38512,JX Nippon Oil & Gas Exploration Technical Services Corporation,Nippon Oil Exploration U.S.A. Limited,1
38593,"Bridgestone(Shenyang) Tire Co., Ltd.","Bridgestone India Pvt., Ltd.",1
38802,Sumitomo Rubber Industriesusa,Sumitomo Warehouse (Usa.) Inc.,1
38819,Bridgestone Hosepower Llc,Bridgestone Canada Inc.,1
38882,"Bridgestone India Pvt., Ltd.",Shenyang Bridgestone,1
39048,Posco Daewoo Corporation,Daewoo International Corp.,1
39285,Bridgestone Neumaticos De Monterreysa De Cv,Bridgestone Hosepower Llc,1
39365,Owens Corning,"Owens Corning Ht, Inc.",1
39486,Bridgestone Tire,"Thai Bridgestone Co., Ltd.",1
39954,Zeon Medical (Guangzhou) Inc,ZEON Corporation (TSE:4205),1
40267,Indian Synthetic Rubber Ltd.,"Indian Synthetic Rubber Pvt., Ltd.",1
41292,Soprema Iberia S.L.,SOPREMA SOURGES,1
41295,Giti Tire Mfg. (Usa),"Giti Tire (Hualin) Co., Ltd.",1
41395,Basf Japan Ltd. 6 10 1 Roppongi,Basf Peruana S.A.,1
41453,Toyo Tire North,Toyo Tire North America,1
41491,Kraton Polymers Japan Ltd.,Kraton Polymers Us. Llc,1
41834,Michelin Espana Portugal Sa,Michelin Tyre Plc,1
41848,Sika (China) Ltd.,Sika India Private Ltd.,1
41884,MARATHON,Marathon Oil Corporation (NYSE:MRO),1
41914,Basf Corporation,"Basf (China) Co., Ltd. Shanghai",1
41946,Sika (China) Ltd.,Sika Sa,1
41955,Soprema S.A.,SOPREMA Polska Sp. z o.o.,1
42024,Azienda Generale Italiana Petroli,agip spa,1
42025,Sika Corporation,Sika Lanka (Pvt) Ltd.,1
42057,Bridgestone India,"Bridgestone Golf (Shenzhen) Co., Ltd.",1
42185,Pt Bridgestone Tire Indonesia,Bridgestone Firestone Venezolana C,1
42252,Sociedade Michelin De Participacoes Indust E Comercio L,Sociedade Michelin De Participacoes Ind E Comercio Ltda,1
42280,Michelin Na Asrc,"Shanghai Michelin Warrior Tyre Co., Ltd.",1
42384,Sika (China) Ltd.,Sika Lanka (Pvt) Ltd.,1
42448,"Bridgestone (China) Research And Development Co., Ltd.","Bridgestone India Pvt., Ltd.",1
42484,Gestion Soprema Canada Inc.,SOPREMA SALGAREDA,1
42548,SOFTER / CELANESE,SO.F.TER. S.r.l,1
42609,JX Nippon Oil & Gas Exploration Technical Services Corporation,JX Nippon Oil & Gas Exploration (Qatar) Limited,1
42641,Basf Quimica Colombiana S.A.,Basf Sa,1
42657,"Michelin Siam Co., Ltd.",Michelin Americas Research,1
42847,Giti Radial Tire (Anhui) Co.,"Giti Tire (Hualin) Co., Ltd.",1
42856,Zeon Chemicals L.P.,ZEON Corporation (TSE:4205),1
43111,SOPREMA ALPIARCA,SOPREMA BLONIE,1
43141,"Basf Co., Ltd. Yeosu",Basf Construction Chemicals,1
43395,Shenyang Bridgestone,Bridgestone Canada Inc.,1
43498,Sika Sa,Sika Colombia S.A.,1
43759,Arlanxeo Singapore Pte.,"Arlanxeo Singapore Pte., Ltd.",1
43886,"Basf Co., Ltd.",Basf Turk Kimya San Ve Tic.Tld.Sti,1
43999,Basf Corporation,Basf Peruana S.A.,1
44052,Reliance Luxury Fashion Private Ltd.,Reliance Retail Ltd.,1
44312,Kraton Polymers Us Llc.,Kraton Polymers Japan Ltd.,1
44329,Contitech Chile S.A.,Contitech Chile Sa,1
44517,C.O.I.M. S.p.A.,C.O.I.M. S.P.A. CHIMICA ORGANICA INDUSTRIALE MILANESE,1
44607,TREMCO ILLBRUCK / RPM,Tremco illbruck Group GmbH,1
44983,Zeon (Shanghai) Co. Ltd.,Zeon Trading （Shanghai）Co. Ltd.,1
45031,Sika Mexicana S.A. De C.V.,Sika Kimia Sdn. Bhd.,1
45104,Bridgestone Firestone De Mexico Sa De Cv,"Bridgestone India Pvt., Ltd.",1
45116,SOPREMA BLONIE,Soprema Iberia,1
45430,Bdp International Basf Imp.,Basf Corporation,1
45445,AUTOMOTIVE PERFORMANCE MATERIAL (APM),Automotive Performance Material,1
45501,Basf Peruana S.A.,"Basf Co., Ltd.",1
45571,Michelin Na Asrc,"Michelin Research And Development Center (Shanghai) Co., Ltd.",1
45828,Sika Thailand,Sika S.A. Chile,1
45847,Dow Chemical Pacific,Dow Chemical International Private Ltd.,1
46103,Bridgestone Tire Co.,Bridgestone Firestone Venezolana C,1
46528,"Soprema, S.A.",Soprema Iberia S.L.,1
46600,HP PELZER S.R.O.,"ООО ""ХП ПЕЛЬЦЕР РУС""",1
46665,Warren Plant Bato Bridgestone,Bridgestone Tire,1
46679,Soprema Iberia S.L.,SOPREMA GROBBENDONK,1
46810,Mondi Scunthorpe Limited,Mondi Styria GmbH,1
46941,Sumitomo Rubber Usa Llc,Sumitomo Rubber Industries Usa,1
46944,Pirelli Neumaticos S.A.I.C.,Pirelli Neumaticos Sa,1
46954,Bridgestone India Automotive Products Private Ltd.,"Bridgestone (Tianjin) Tire Co., Ltd.",1
47046,"Yokohama India Pvt., Ltd.",Yokohama Tire Corp.,1
47131,Parker Hannifin Distribution Center,Parker Hannifin Canada Division,1
